mon data pour n=1					
	rho	F(rho)		rho	G(rho)
	2.124985	57.497127		7.425072	97.466506
	2.125967	57.572471		7.430375	97.464233
	2.127067	57.658487		7.43509	97.462017
	2.127696	57.708799		7.440197	97.445413
	2.128285	57.754021		7.445068	97.449463
	2.129503	57.84969		7.449468	97.423473
	2.130092	57.895609		7.454379	97.429544
	2.130799	57.95099		7.459093	97.421054
	2.131388	57.996378		7.464083	97.428576
	2.131978	58.042396		7.466872	97.41321
	2.133196	58.138484		7.469504	97.38777
	2.133785	58.183998		7.474572	97.397979
	2.134374	58.230145		7.479169	97.379578
	2.135081	58.28581		7.484276	97.390224
	2.135671	58.331419		7.486869	97.360156
	2.136771	58.418424		7.489697	97.381757
	2.137988	58.513234		7.494883	97.357472
	2.139088	58.600475		7.499597	97.340651
	2.140385	58.702308		7.50219	97.346363
	2.141092	58.758973		7.50498	97.326095
	2.141681	58.804906		7.510087	97.331309
	2.142389	58.861661		7.51488	97.317653
	2.143174	58.922798		7.520065	97.325642
	2.144471	59.025735		7.522698	97.293366
	2.145178	59.082055		7.525565	97.313582
	2.145767	59.126983		7.530673	97.27601
	2.147103	59.233635		7.535466	97.296568
	2.148203	59.321195		7.540769	97.26873
	2.149499	59.424735		7.54348	97.277324
	2.150089	59.47112		7.546269	97.251624
	2.150796	59.526579		7.551494	97.255292
	2.152092	59.630424		7.556601	97.250607
	2.152799	59.687253		7.559587	97.235244
	2.153467	59.739448		7.562298	97.241798
	2.154685	59.836738		7.567169	97.220315
	2.155274	59.883406		7.572394	97.221008
	2.155982	59.940437		7.577187	97.233692
	2.157199	60.038014		7.582295	97.223498
	2.158378	60.132272		7.587087	97.192867
	2.159596	60.230119		7.591488	97.178609
	2.160696	60.31896		7.596477	97.159508
	2.161364	60.371628		7.601073	97.155458
	2.162071	60.429073		7.60618	97.180237
	2.163289	60.527341		7.60897	97.146087
	2.163996	60.583652		7.611602	97.142364
	2.164703	60.641266		7.61667	97.164309
	2.165371	60.694181		7.621266	97.115669
	2.165371	60.694181		7.626491	97.143655
	2.166196	60.761089		7.628966	97.130036
	2.167375	60.855702		7.631874	97.098278
	2.168592	60.954569		7.636981	97.118596
	2.169889	61.058683		7.641695	97.113897
	2.170596	61.117326		7.644288	97.104134
	2.171264	61.169963		7.647195	97.113307
	2.172599	61.278542		7.652302	97.089143
	2.173778	61.373853		7.656977	97.077311
	2.175192	61.489802		7.662281	97.062828
	2.1759	61.548173		7.664874	97.050693
	2.176567	61.601768		7.667781	97.057457
	2.177785	61.699762		7.672888	97.026831
	2.1792	61.815601		7.677995	97.038866
	2.180378	61.91228		7.680903	97.045852
	2.181596	62.012643		7.683574	97.036374
	2.182775	62.107647		7.688485	97.034296
	2.183875	62.198891		7.691196	97.026377
	2.185092	62.297707		7.693671	97.00371
	2.186389	62.403802		7.698896	97.018739
	2.187568	62.501283		7.701567	97.007181
	2.188785	62.602472		7.704474	97.009686
	2.189768	62.682281		7.709267	96.996179
	2.190985	62.783071		7.712096	96.992991
	2.192203	62.88269		7.714689	96.975096
	2.1935	62.990307		7.719796	96.978573
	2.194678	63.08792		7.724471	96.954671
	2.195778	63.1791		7.7295	96.951302
	2.197075	63.286496		7.732367	96.948101
	2.198489	63.403599		7.735	96.930156
	2.199786	63.511326		7.739871	96.915008
	2.200964	63.608304		7.744467	96.926089
	2.2023	63.719976		7.749496	96.918537
	2.203478	63.817893		7.7548	96.880585
	2.204775	63.926233		7.759671	96.905669
	2.206189	64.043685		7.764896	96.862266
	2.207564	64.160351		7.767568	96.889209
	2.209096	64.287835		7.770475	96.883805
	2.210275	64.385844		7.775582	96.875502
	2.211689	64.506055		7.780768	96.869096
	2.212986	64.614041		7.783675	96.863842
	2.214282	64.721512		7.786386	96.84445
	2.215579	64.831861		7.791297	96.820758
	2.216875	64.941688		7.796482	96.810841
	2.217896	65.027088		7.801275	96.825226
	2.219075	65.126753		7.806382	96.810229
	2.220371	65.237012		7.811175	96.773173
	2.221589	65.33999		7.815575	96.806932
	2.222886	65.449188		7.820604	96.784063
	2.224182	65.557855		7.8252	96.780138
	2.2254	65.661959		7.830268	96.757481
	2.2254	65.661959		7.833097	96.73942
	2.226696	65.773004		7.83569	96.755159
	2.227993	65.882134		7.840679	96.725422
	2.229486	66.008812		7.845394	96.724738
	2.2309	66.130264		7.850501	96.74701
	2.232079	66.230684		7.853094	96.71207
	2.233297	66.335024		7.855883	96.737814
	2.234593	66.445648		7.861069	96.715512
	2.235968	66.564012		7.865783	96.71095
	2.237186	66.666693		7.868376	96.674055
	2.238364	66.768524		7.871204	96.700649
	2.239464	66.863597		7.876272	96.667716
	2.240682	66.967378		7.881105	96.667258
	2.2419	67.072709		7.88629	96.639157
	2.243079	67.174375		7.888883	96.649691
	2.244493	67.295551		7.89179	96.628798
	2.245593	67.390561		7.896898	96.641886
	2.24689	67.504135		7.901769	96.639749
	2.248265	67.621984		7.906994	96.609284
	2.249679	67.743857		7.909666	96.622547
	2.251093	67.868065		7.912573	96.598929
	2.25239	67.980188		7.91768	96.607867
	2.253568	68.081591		7.922866	96.571313
	2.254786	68.188447		7.925773	96.595265
	2.256082	68.301733		7.928484	96.609026
	2.2573	68.406721		7.933394	96.553364
	2.258479	68.510117		7.93858	96.562798
	2.259579	68.606606		7.943373	96.549504
	2.260679	68.702493		7.94848	96.552189
	2.261975	68.81579		7.953391	96.541996
	2.263193	68.922183		7.957791	96.552322
	2.26449	69.036522		7.96278	96.545009
	2.265786	69.150305		7.967377	96.512948
	2.266886	69.245369		7.972484	96.512706
	2.2683	69.371957		7.974998	96.507822
	2.269675	69.490406		7.977866	96.475037
	2.27109	69.61517		7.982895	96.465793
	2.272386	69.730507		7.98757	96.485462
	2.273565	69.834161		7.992677	96.48109
	2.274665	69.93151		7.99527	96.478826
	2.276001	70.050519		7.998099	96.440907
	2.277297	70.166479		8.003284	96.436843
	2.279379	70.34868		8.007999	96.457379
	2.280676	70.464316		8.010592	96.453491
	2.281776	70.563174		8.013381	96.40898
	2.28319	70.689595		8.018488	96.399073
	2.284486	70.804213		8.023281	96.419485
	2.285586	70.902729		8.028585	96.419396
	2.286765	71.005617		8.031177	96.41329
	2.288179	71.13272		8.033967	96.368003
	2.289593	71.260008		8.039192	96.411612
	2.289593	71.260008		8.044299	96.396308
	2.29089	71.377693		8.047167	96.351798
	2.292186	71.49327		8.049799	96.345934
	2.293483	71.609003		8.054671	96.367548
	2.294779	71.724896		8.059974	96.358535
	2.296076	71.840949		8.065199	96.343636
	2.297294	71.951344		8.068067	96.35222
	2.299572	72.157837		8.070778	96.351007
	2.300869	72.274491		8.075689	96.314884
	2.301969	72.372452		8.080874	96.294112
	2.303383	72.502427		8.085667	96.3053
	2.304601	72.611377		8.090892	96.284703
	2.305976	72.736855		8.095685	96.294056
	2.30739	72.864288		8.100085	96.278984
	2.308687	72.981911		8.105075	96.241023
	2.309865	73.089701		8.109671	96.235908
	2.311201	73.211759		8.114778	96.260553
	2.312576	73.336563		8.1202	96.245235
	2.313794	73.44658		8.124875	96.242006
	2.315169	73.570937		8.129982	96.205554
	2.317683	73.802374		8.134775	96.207519
	2.319097	73.93219		8.139293	96.189888
	2.320394	74.051293		8.144203	96.19714
	2.321769	74.176522		8.1488	96.1847
	2.323301	74.319425		8.153868	96.197273
	2.32448	74.426521		8.156697	96.193509
	2.325894	74.556479		8.159172	96.168276
	2.327269	74.683235		8.164397	96.130976
	2.328565	74.803377		8.167068	96.173871
	2.330883	75.01707		8.169975	96.173264
	2.33218	75.135253		8.174886	96.114732
	2.333398	75.249983		8.18019	96.138559
	2.335873	75.479282		8.185297	96.08934
	2.33709	75.592029		8.189972	96.131753
	2.338465	75.720286		8.192604	96.112043
	2.339565	75.822209		8.195393	96.101396
	2.340901	75.94655		8.2005	96.107184
	2.343101	76.151849		8.205804	96.067265
	2.344476	76.280912		8.210479	96.045112
	2.34589	76.411987		8.213072	96.079594
	2.347187	76.534502		8.215901	96.06885
	2.348601	76.665946		8.221086	96.077584
	2.34978	76.775905		8.225879	96.061873
	2.351194	76.909354		8.231183	96.013563
	2.353591	77.135145		8.233776	96.046399
	2.354769	77.245674		8.236683	96.037902
	2.356066	77.366833		8.236683	96.035505
	2.357401	77.494982		8.24179	96.035392
	2.358698	77.617305		8.246897	96.03425
	2.359994	77.738958		8.249765	96.019399
	2.361094	77.842347		8.252476	95.997281
	2.361094	77.842347		8.257465	95.986818
	2.363373	78.05822		8.26269	95.989436
	2.364669	78.181287		8.267365	95.95582
	2.365966	78.30622		8.272473	95.949332
	2.367301	78.43148		8.277266	95.923106
	2.368794	78.574457		8.281783	95.941049
	2.371191	78.801849		8.286694	95.919918
	2.372566	78.93218		8.291291	95.941019
	2.373901	79.062546		8.296398	95.929656
	2.376376	79.297418		8.299187	95.903963
	2.377791	79.432875		8.30178	95.931113
	2.379087	79.556934		8.306966	95.922259
	2.381484	79.786728		8.309677	95.893059
	2.382898	79.924613		8.312584	95.872645
	2.384077	80.036797		8.317377	95.903553
	2.386394	80.260557		8.32268	95.895912
	2.387691	80.383954		8.327866	95.882641
	2.388869	80.498425		8.33258	95.840264
	2.391069	80.709777		8.335173	95.864477
	2.393387	80.936009		8.338002	95.836185
	2.394684	81.062036		8.34307	95.812541
	2.395902	81.180087		8.347902	95.837976
	2.39818	81.402012		8.353088	95.819265
	2.399477	81.526884		8.355681	95.841732
	2.400695	81.647278		8.35847	95.81106
	2.40207	81.78157		8.363695	95.792367
	2.403287	81.897825		8.368488	95.811877
	2.405487	82.114944		8.373791	95.793142
	2.407766	82.33634		8.376384	95.748449
	2.410084	82.563732		8.379292	95.787453
	2.412598	82.811946		8.384399	95.757298
	2.413777	82.927516		8.389584	95.730582
	2.415073	83.054361		8.392492	95.768379
	2.417391	83.282509		8.395202	95.725608
	2.418884	83.431143		8.400074	95.746818
	2.42018	83.55863		8.405299	95.716362
	2.422695	83.806617		8.410092	95.731145
	2.423991	83.937333		8.415199	95.691442
	2.425366	84.072048		8.419992	95.701771
	2.427802	84.31472		8.424392	95.690718
	2.429177	84.450862		8.429381	95.710999
	2.430473	84.579644		8.433978	95.636766
	2.431966	84.729309		8.439085	95.664924
	2.433381	84.870711		8.441874	95.620494
	2.435895	85.121961		8.444467	95.634924
	2.437191	85.249741		8.449692	95.668105
	2.438566	85.38621		8.452403	95.617646
	2.441199	85.651081		8.455271	95.64736
	2.443595	85.892822		8.460182	95.657368
	2.445874	86.120838		8.465485	95.620703
	2.448388	86.373284		8.470592	95.571118
	2.448388	86.373284		8.475267	95.564174
	2.450784	86.61673		8.480768	95.605143
	2.452867	86.825196		8.485875	95.552093
	2.455302	87.074515		8.490785	95.556222
	2.457895	87.33702		8.495893	95.571087
	2.460292	87.579846		8.500371	95.550775
	2.462492	87.804783		8.505203	95.547597
	2.464967	88.056479		8.510271	95.557475
	2.467795	88.344846		8.514986	95.545555
	2.470467	88.620322		8.520093	95.484474
	2.472902	88.869049		8.525475	95.509853
	2.475181	89.100666		8.530268	95.499621
	2.477774	89.368241		8.535493	95.516814
	2.480092	89.605869		8.540404	95.508687
	2.482292	89.832149		8.544804	95.475396
	2.484885	90.103543		8.549793	95.472994
	2.487674	90.390497		8.554468	95.451068
	2.490267	90.658257		8.559575	95.45366
	2.492703	90.911715		8.564879	95.466876
	2.495295	91.182779		8.569672	95.451913
	2.497967	91.460517		8.574779	95.451623
	2.500678	91.746034		8.57969	95.438759
	2.503074	91.993871		8.58409	95.394836
	2.505196	92.214985		8.589079	95.384652
	2.507592	92.466946		8.593676	95.353363
	2.510067	92.727593		8.598783	95.348051
	2.512385	92.970496		8.604087	95.353297
	2.514978	93.246626		8.60939	95.357545
	2.517689	93.531531		8.612297	95.374244
	2.520281	93.806931		8.614969	95.376861
	2.522678	94.059309		8.61988	95.358971
	2.524878	94.294841		8.625183	95.360094
	2.527196	94.53898		8.629976	95.330145
	2.529671	94.801228		8.635083	95.317663
	2.532067	95.058987		8.639876	95.285653
	2.534385	95.30368		8.644394	95.316627
	2.536978	95.583354		8.649383	95.294305
	2.539689	95.874078		8.65398	95.247844
	2.542203	96.141366		8.659087	95.233373
	2.5446	96.40211		8.664469	95.230823
	2.546682	96.624403		8.669184	95.266343
	2.549196	96.896654		8.674369	95.250337
	2.551592	97.155797		8.679202	95.21566
	2.553871	97.400621		8.683602	95.230438
	2.556464	97.682026		8.688473	95.192964
	2.559096	97.96723		8.693187	95.22779
	2.561689	98.249964		8.698177	95.195268
	2.563968	98.497015		8.703598	95.186876
	2.566089	98.72748		8.708784	95.166741
	2.568564	98.996902		8.711691	95.173063
	2.571	99.266006		8.714402	95.167538
	2.571	99.266006		8.719391	95.130426
	2.573475	99.535487		8.724577	95.187827
	2.575793	99.790585		8.72937	95.137132
	2.578464	100.08281		8.734477	95.103676
	2.580978	100.360683		8.73927	95.135633
	2.585379	100.843002		8.74367	95.140745
	2.587893	101.121423		8.748699	95.099621
	2.590171	101.374277		8.753374	95.122449
	2.592568	101.637278		8.758402	95.079199
	2.5952	101.935265		8.763785	95.058767
	2.5974	102.17747		8.768577	95.082606
	2.599679	102.428931		8.773685	95.040559
	2.602468	102.738216		8.778478	95.06614
	2.605179	103.042925		8.782878	95.064594
	2.607772	103.332714		8.787788	95.011378
	2.610168	103.603319		8.792385	95.019674
	2.612486	103.859631		8.797492	95.060408
	2.615	104.142316		8.802874	95.028112
	2.619597	104.661486		8.807981	94.978431
	2.62219	104.951268		8.810889	94.973762
	2.624979	105.266588		8.813599	94.957253
	2.627572	105.560124		8.818589	94.987381
	2.629968	105.832937		8.823774	95.02829
	2.6348	106.381089		8.828567	94.95572
	2.637472	106.686168		8.833674	94.990245
	2.639986	106.973716		8.838467	94.915395
	2.644386	107.472488		8.842867	94.994055
	2.646901	107.762948		8.847896	94.930876
	2.649179	108.021476		8.852493	94.932307
	2.651576	108.299311		8.8576	94.95924
	2.65409	108.587759		8.862982	94.916615
	2.658686	109.115528		8.868168	94.946261
	2.661476	109.436863		8.871075	94.934735
	2.664069	109.734408		8.873786	94.91147
	2.666779	110.051697		8.878696	94.926717
	2.669097	110.321727		8.884	94.871145
	2.673969	110.887574		8.888793	94.877662
	2.676601	111.192876		8.8939	94.901738
	2.679076	111.478694		8.898693	94.812884
	2.683594	112.007914		8.903093	94.884338
	2.686069	112.295344		8.9082	94.81154
	2.688387	112.568322		8.912797	94.802315
	2.690783	112.851327		8.917904	94.818244
	2.693297	113.146509		8.923286	94.852942
	2.697894	113.687397		8.928	94.848058
	2.700801	114.030829		8.933068	94.767036
	2.703394	114.33797		8.937901	94.763319
	2.70579	114.620352		8.942301	94.737295
	2.708383	114.927362		8.94729	94.744611
	2.713294	115.510754		8.951886	94.72456
	2.715887	115.816836		8.956876	94.730115
	2.715887	115.816836		8.962297	94.756087
	2.718401	116.116567		8.967483	94.771252
	2.72288	116.650886		8.97039	94.747736
	2.727791	117.240931		8.973101	94.712415
	2.730383	117.549072		8.97809	94.714179
	2.73278	117.834507		8.983276	94.726298
	2.735766	118.197314		8.988069	94.711032
	2.738398	118.514545		8.993176	94.716768
	2.743269	119.101783		8.997969	94.699636
	2.748494	119.730541		9.002369	94.6626
	2.753602	120.353556		9.007398	94.661042
	2.758198	120.909597		9.012073	94.634242
	2.763384	121.546412		9.017101	94.6308
	2.768766	122.2035			
	2.77348	122.777967			
	2.778666	123.418376			
	2.783498	124.013114		9.022483	94.646814
	2.787898	124.556239		9.027198	94.61944
	2.792888	125.17392		9.032266	94.615361
	2.797484	125.742469		9.037098	94.59678
	2.802591	126.376749		9.041498	94.650569
	2.807974	127.048902		9.046487	94.635487
	2.812688	127.635988		9.051084	94.600588
	2.817795	128.277184		9.056073	94.58752
	2.822588	128.878091		9.061495	94.594274
	2.826988	129.432464		9.06668	94.590548
	2.831977	130.063595		9.069587	94.554332
	2.836574	130.643853		9.072298	94.610638
	2.841602	131.282088		9.07717	94.582686
	2.846985	131.964554		9.082395	94.578057
	2.85217	132.626897		9.087188	94.547513
	2.857788	133.344034		9.092295	94.530011
	2.863092	134.024004		9.097088	94.497411
	2.868003	134.656681		9.101488	94.54319
	2.872796	135.265538		9.106477	94.516103
	2.877392	135.862198		9.111074	94.469336
	2.882381	136.502091		9.116181	94.45099
	2.887803	137.206292		9.121602	94.445541
	2.892871	137.860693		9.126788	94.429562
	2.898489	138.597151		9.129695	94.489089
	2.903792	139.291134		9.132367	94.435121
	2.908585	139.90966		9.137277	94.505438
	2.913967	140.618409		9.142502	94.484608
	2.918996	141.276104		9.147295	94.441983
	2.928385	142.51226		9.152481	94.420875
	2.933296	143.162779		9.157274	94.371842
	2.9386	143.867413		9.161674	94.409245
	2.947871	145.095629		9.166703	94.376056
	2.952664	145.735642		9.171299	94.423476
	2.957771	146.414834		9.176367	94.390636
	2.967082	147.664813		9.181788	94.372775
	2.967082	147.664813		9.186503	94.317336
	2.972189	148.34976		9.191571	94.388854
	2.977768	149.100666		9.196482	94.34282
	2.987865	150.457336		9.200882	94.374646
	2.997882	151.815997		9.205792	94.322302
	3.00849	153.26117		9.210389	94.368462
	3.01839	154.616355		9.215496	94.325332
	3.027583	155.874876		9.220878	94.301161
	3.037797	157.282776		9.225985	94.260049
	3.047069	158.559784		9.228775	94.305468
	3.056694	159.895622		9.231603	94.242517
	3.067065	161.336138		9.236868	94.318743
	3.077083	162.741753		9.241778	94.263024
	3.087573	164.204963		9.246571	94.310811
	3.097669	165.624417		9.251678	94.259846
	3.108591	167.173399		9.256471	94.310639
	3.128784	170.03435		9.260871	94.217024
	3.138802	171.462918		9.2659	94.275384
	3.14937	172.972798		9.270497	94.195317
	3.168581	175.740548		9.275604	94.256799
	3.18897	178.694735		9.280986	94.219577
	3.208574	181.546065		9.286172	94.165354
	3.229395	184.59354		9.289079	94.217476
	3.249471	187.551607		9.29179	94.253637
	3.268799	190.416508		9.296779	94.190454
	3.289385	193.487723		9.302004	94.139469
	3.309068	196.423442		9.306797	94.178101
	3.3282	199.310765		9.311904	94.113503
	3.348393	202.360725		9.316776	94.159729
	3.367879	205.319286		9.321176	94.173796
	3.388701	208.513871		9.326204	94.101435
	3.408579	211.551172		9.330801	94.125112
	3.42779	214.51184		9.335869	94.175158
	3.448298	217.687653		9.34129	94.126661
	3.467901	220.718964		9.346083	94.159404
	3.48888	224.006144		9.35119	94.090612
	3.508995	227.147098		9.355983	94.121648
	3.528402	230.195066		9.360383	94.129694
	3.548988	233.439948		9.365372	94.050856
	3.568867	236.579649		9.369969	94.068487
	3.587999	239.622373		9.374998	94.110082
	3.597781	241.170579		9.38038	94.045437
	3.608271	242.835653		9.385605	94.101506
	3.618171	244.40752		9.388276	94.00619
	3.629092	246.170748		9.391183	94.045523
	3.649089	249.358326		9.396487	93.977452
	3.659067	250.961873		9.401398	94.007824
	3.669596	252.654304		9.406191	94.030942
	3.6804	254.384227		9.411298	93.948063
	3.690575	256.019793		9.416091	93.969396
	3.700789	257.678793		9.420491	93.967709
	3.700789	257.678793		9.42548	93.998792
	3.7101	259.180246		9.430195	94.013549
	3.719568	260.705143		9.435184	93.918285
	3.729979	262.382288		9.440605	93.971525
	3.7398	263.979455		9.445398	93.988316
	3.750368	265.688588		9.450388	93.88933
	3.761093	267.433428		9.455298	93.9059
	3.771269	269.084473		9.459698	93.902809
	3.781286	270.705416		9.46457	93.920738
	3.790597	272.222666		9.469166	93.922233
	3.799987	273.748621		9.474274	93.952141
	3.810397	275.449394		9.479577	93.858902
	3.82018	277.044496		9.484802	93.898706
	3.830669	278.748686		9.487474	93.916531
	3.840766	280.39861		9.490381	93.818327
	3.845873	281.243046		9.495684	93.855479
	3.851491	282.174263		9.500595	93.869651
